hour_of_day,day_of_week,is_weekend,occupancy_rate,price
5,4,0,0.17,40.0
17,0,0,0.66,60.0
8,3,0,0.34,50.0
12,5,1,0.07,50.0
15,5,1,0.1,50.0
23,6,1,0.15,50.0
1,3,0,0.02,40.0
22,1,0,0.1,50.0
14,3,0,0.11,50.0
5,1,0,0.0,40.0
2,3,0,0.02,40.0
8,5,1,0.06,50.0
4,6,1,0.07,40.0
5,0,0,0.15,40.0
14,2,0,0.07,50.0
2,0,0,0.04,40.0
14,3,0,0.24,50.0
15,4,0,0.09,50.0
7,6,1,0.17,50.0
9,5,1,0.24,50.0
9,4,0,0.73,60.0
18,6,1,0.62,60.0
9,5,1,0.26,50.0
2,4,0,0.08,40.0
15,4,0,0.28,50.0
0,4,0,0.01,40.0
15,6,1,0.32,50.0
5,6,1,0.01,40.0
7,4,0,0.02,50.0
19,1,0,0.56,60.0
7,3,0,0.27,50.0
7,2,0,0.32,50.0
22,3,0,0.13,50.0
1,0,0,0.03,40.0
18,6,1,0.87,75.0
15,0,0,0.01,50.0
8,4,0,0.39,50.0
17,3,0,0.5,60.0
18,3,0,0.6,60.0
20,3,0,0.3,50.0
8,1,0,0.06,50.0
14,0,0,0.03,50.0
19,5,1,0.92,75.0
3,1,0,0.04,40.0
16,4,0,0.27,50.0
7,1,0,0.05,50.0
12,5,1,0.2,50.0
13,0,0,0.15,50.0
3,2,0,0.06,40.0
7,4,0,0.01,50.0
11,6,1,0.12,50.0
4,2,0,0.02,40.0
8,5,1,0.23,50.0
8,3,0,0.05,50.0
20,1,0,0.21,50.0
0,3,0,0.03,40.0
6,2,0,0.0,50.0
3,2,0,0.01,40.0
5,2,0,0.01,40.0
9,6,1,0.25,50.0
21,6,1,0.73,60.0
12,5,1,0.06,50.0
9,5,1,0.26,50.0
1,0,0,0.03,40.0
12,3,0,0.16,50.0
18,1,0,0.58,60.0
9,5,1,0.29,50.0
8,4,0,0.09,50.0
14,6,1,0.2,50.0
7,1,0,0.21,50.0
1,1,0,0.01,40.0
23,1,0,0.39,50.0
21,3,0,0.27,50.0
15,6,1,0.3,50.0
11,0,0,0.79,60.0
1,1,0,0.01,40.0
22,6,1,0.59,60.0
6,1,0,0.07,50.0
0,4,0,0.08,40.0
4,2,0,0.05,40.0
4,5,1,0.01,40.0
12,1,0,0.33,50.0
18,4,0,0.4,50.0
7,5,1,0.25,50.0
15,2,0,0.21,50.0
21,4,0,0.39,50.0
18,4,0,0.32,50.0
8,6,1,0.16,50.0
19,1,0,0.76,60.0
15,5,1,0.34,50.0
3,4,0,0.07,40.0
4,2,0,0.05,40.0
15,0,0,0.29,50.0
5,6,1,0.3,50.0
15,6,1,0.07,50.0
23,1,0,0.36,50.0
9,3,0,0.67,60.0
10,1,0,0.79,60.0
17,2,0,0.67,60.0
3,2,0,0.05,40.0
9,4,0,0.69,60.0
23,6,1,0.1,50.0
6,3,0,0.07,50.0
11,5,1,0.32,50.0
20,0,0,0.2,50.0
15,0,0,0.35,50.0
7,2,0,0.3,50.0
8,1,0,0.12,50.0
4,0,0,0.07,40.0
1,5,1,0.01,40.0
3,1,0,0.04,40.0
4,1,0,0.02,40.0
23,5,1,0.2,50.0
7,5,1,0.23,50.0
2,5,1,0.02,40.0
22,2,0,0.21,50.0
19,4,0,0.57,60.0
20,1,0,0.01,50.0
8,3,0,0.2,50.0
0,5,1,0.09,40.0
3,3,0,0.08,40.0
1,1,0,0.09,40.0
17,1,0,0.42,50.0
11,4,0,0.84,75.0
11,0,0,0.71,60.0
18,2,0,0.49,50.0
0,0,0,0.04,40.0
3,0,0,0.05,40.0
3,6,1,0.01,40.0
0,0,0,0.03,40.0
5,6,1,0.0,40.0
11,6,1,0.22,50.0
20,5,1,0.7,60.0
20,3,0,0.15,50.0
18,4,0,0.41,50.0
11,1,0,0.51,60.0
6,1,0,0.16,50.0
20,1,0,0.22,50.0
5,6,1,0.24,50.0
5,3,0,0.26,50.0
3,3,0,0.06,40.0
12,2,0,0.4,50.0
18,3,0,0.72,60.0
16,2,0,0.04,50.0
20,2,0,0.22,50.0
1,3,0,0.1,40.0
16,5,1,0.31,50.0
7,4,0,0.26,50.0
6,3,0,0.18,50.0
22,6,1,0.78,60.0
15,5,1,0.04,50.0
0,2,0,0.01,40.0
14,6,1,0.3,50.0
19,3,0,0.43,50.0
1,3,0,0.09,40.0
14,5,1,0.29,50.0
19,5,1,0.86,75.0
19,1,0,0.62,60.0
22,5,1,0.71,60.0
12,4,0,0.39,50.0
6,5,1,0.3,50.0
22,0,0,0.25,50.0
22,6,1,0.47,50.0
22,2,0,0.22,50.0
17,1,0,0.41,50.0
6,6,1,0.1,50.0
11,1,0,0.79,60.0
8,1,0,0.04,50.0
20,5,1,0.58,60.0
12,6,1,0.12,50.0
15,6,1,0.17,50.0
16,0,0,0.03,50.0
7,4,0,0.19,50.0
4,2,0,0.08,40.0
15,0,0,0.31,50.0
18,5,1,0.63,60.0
3,6,1,0.05,40.0
7,6,1,0.33,50.0
18,1,0,0.42,50.0
8,0,0,0.28,50.0
0,0,0,0.07,40.0
6,4,0,0.08,50.0
2,3,0,0.01,40.0
16,2,0,0.01,50.0
15,3,0,0.24,50.0
21,3,0,0.11,50.0
16,3,0,0.39,50.0
15,0,0,0.0,50.0
8,4,0,0.37,50.0
15,2,0,0.21,50.0
12,4,0,0.08,50.0
5,1,0,0.37,50.0
15,5,1,0.02,50.0
2,1,0,0.1,40.0
0,6,1,0.05,40.0
1,1,0,0.0,40.0
4,5,1,0.0,40.0
15,0,0,0.32,50.0
21,0,0,0.38,50.0
19,1,0,0.59,60.0
22,6,1,0.58,60.0
12,2,0,0.06,50.0
21,4,0,0.35,50.0
21,6,1,0.82,75.0
11,6,1,0.26,50.0
21,3,0,0.09,50.0
19,5,1,0.78,60.0
11,1,0,0.76,60.0
1,2,0,0.02,40.0
3,5,1,0.07,40.0
17,5,1,0.02,50.0
10,5,1,0.28,50.0
9,0,0,0.55,60.0
3,3,0,0.03,40.0
14,1,0,0.34,50.0
5,2,0,0.11,40.0
10,6,1,0.31,50.0
20,1,0,0.07,50.0
7,3,0,0.05,50.0
20,1,0,0.1,50.0
9,0,0,0.66,60.0
10,6,1,0.39,50.0
9,2,0,0.82,75.0
11,1,0,0.6,60.0
13,2,0,0.38,50.0
2,5,1,0.05,40.0
16,6,1,0.25,50.0
16,4,0,0.04,50.0
1,0,0,0.04,40.0
3,4,0,0.06,40.0
6,5,1,0.07,50.0
16,1,0,0.36,50.0
17,4,0,0.37,50.0
22,3,0,0.23,50.0
2,5,1,0.08,40.0
18,6,1,0.69,60.0
12,1,0,0.13,50.0
12,4,0,0.13,50.0
3,6,1,0.02,40.0
20,0,0,0.07,50.0
8,2,0,0.38,50.0
14,4,0,0.37,50.0
21,5,1,0.78,60.0
20,1,0,0.1,50.0
3,1,0,0.07,40.0
23,2,0,0.39,50.0
7,4,0,0.35,50.0
7,0,0,0.13,50.0
6,2,0,0.01,50.0
5,3,0,0.16,40.0
17,0,0,0.55,60.0
17,2,0,0.68,60.0
3,5,1,0.07,40.0
23,0,0,0.3,50.0
20,0,0,0.08,50.0
16,1,0,0.38,50.0
16,2,0,0.07,50.0
19,6,1,0.53,60.0
7,1,0,0.17,50.0
20,5,1,0.48,50.0
17,0,0,0.57,60.0
13,4,0,0.32,50.0
14,4,0,0.08,50.0
21,6,1,0.58,60.0
22,1,0,0.22,50.0
9,1,0,0.59,60.0
11,4,0,0.66,60.0
6,1,0,0.29,50.0
5,6,1,0.33,50.0
5,6,1,0.07,40.0
16,2,0,0.38,50.0
16,1,0,0.25,50.0
4,6,1,0.08,40.0
5,2,0,0.16,40.0
7,2,0,0.1,50.0
4,2,0,0.04,40.0
23,3,0,0.37,50.0
18,0,0,0.66,60.0
1,3,0,0.07,40.0
2,3,0,0.04,40.0
21,5,1,0.82,75.0
9,0,0,0.51,60.0
9,2,0,0.85,75.0
21,5,1,0.71,60.0
8,2,0,0.4,50.0
20,2,0,0.06,50.0
15,6,1,0.11,50.0
10,5,1,0.33,50.0
22,5,1,0.7,60.0
9,5,1,0.08,50.0
6,2,0,0.19,50.0
21,4,0,0.18,50.0
23,3,0,0.0,50.0
9,0,0,0.49,50.0
14,6,1,0.23,50.0
8,0,0,0.34,50.0
9,6,1,0.08,50.0
18,1,0,0.61,60.0
11,5,1,0.24,50.0
11,5,1,0.21,50.0
7,4,0,0.22,50.0
3,4,0,0.02,40.0
14,4,0,0.27,50.0
7,4,0,0.01,50.0
6,3,0,0.07,50.0
5,6,1,0.01,40.0
13,6,1,0.13,50.0
5,6,1,0.37,50.0
5,6,1,0.37,50.0
20,0,0,0.33,50.0
14,2,0,0.11,50.0
12,4,0,0.27,50.0
19,2,0,0.52,60.0
22,4,0,0.09,50.0
11,1,0,0.62,60.0
8,4,0,0.06,50.0
2,2,0,0.05,40.0
17,3,0,0.38,50.0
6,6,1,0.21,50.0
12,0,0,0.38,50.0
22,2,0,0.35,50.0
18,3,0,0.38,50.0
22,5,1,0.81,75.0
18,6,1,0.68,60.0
17,6,1,0.38,50.0
9,6,1,0.24,50.0
23,2,0,0.26,50.0
8,2,0,0.1,50.0
12,3,0,0.39,50.0
6,1,0,0.09,50.0
17,1,0,0.74,60.0
8,0,0,0.06,50.0
14,1,0,0.12,50.0
9,2,0,0.74,60.0
13,1,0,0.06,50.0
8,4,0,0.04,50.0
18,0,0,0.58,60.0
3,6,1,0.0,40.0
10,6,1,0.26,50.0
0,3,0,0.03,40.0
2,6,1,0.07,40.0
21,1,0,0.07,50.0
7,0,0,0.12,50.0
1,1,0,0.06,40.0
12,4,0,0.35,50.0
8,1,0,0.34,50.0
20,2,0,0.22,50.0
17,4,0,0.42,50.0
0,4,0,0.06,40.0
19,0,0,0.63,60.0
1,4,0,0.04,40.0
21,1,0,0.38,50.0
7,0,0,0.24,50.0
18,0,0,0.54,60.0
1,1,0,0.07,40.0
20,5,1,0.78,60.0
22,1,0,0.39,50.0
10,5,1,0.25,50.0
20,5,1,0.61,60.0
5,1,0,0.22,50.0
15,1,0,0.14,50.0
18,1,0,0.59,60.0
1,4,0,0.04,40.0
14,2,0,0.26,50.0
10,6,1,0.39,50.0
5,5,1,0.12,40.0
23,0,0,0.14,50.0
5,1,0,0.14,40.0
14,6,1,0.06,50.0
4,6,1,0.07,40.0
0,1,0,0.04,40.0
19,1,0,0.47,50.0
3,3,0,0.09,40.0
10,4,0,0.69,60.0
15,1,0,0.12,50.0
0,4,0,0.0,40.0
8,1,0,0.29,50.0
17,4,0,0.42,50.0
18,0,0,0.64,60.0
9,6,1,0.15,50.0
11,3,0,0.63,60.0
20,6,1,0.81,75.0
6,0,0,0.36,50.0
18,4,0,0.69,60.0
14,6,1,0.3,50.0
7,3,0,0.4,50.0
12,2,0,0.11,50.0
10,4,0,0.57,60.0
23,4,0,0.17,50.0
9,4,0,0.45,50.0
22,5,1,0.56,60.0
17,4,0,0.67,60.0
20,3,0,0.31,50.0
0,0,0,0.06,40.0
2,2,0,0.04,40.0
6,6,1,0.39,50.0
1,1,0,0.05,40.0
2,3,0,0.03,40.0
13,1,0,0.09,50.0
16,1,0,0.33,50.0
0,3,0,0.09,40.0
22,4,0,0.05,50.0
20,4,0,0.15,50.0
8,3,0,0.09,50.0
9,5,1,0.38,50.0
6,5,1,0.28,50.0
18,1,0,0.35,50.0
6,0,0,0.11,50.0
22,5,1,0.89,75.0
14,2,0,0.12,50.0
11,2,0,0.47,50.0
11,4,0,0.63,60.0
10,2,0,0.56,60.0
3,4,0,0.06,40.0
13,3,0,0.34,50.0
0,4,0,0.1,40.0
9,2,0,0.63,60.0
9,1,0,0.56,60.0
15,2,0,0.35,50.0
7,3,0,0.02,50.0
8,1,0,0.32,50.0
13,0,0,0.15,50.0
21,1,0,0.32,50.0
21,3,0,0.36,50.0
17,2,0,0.65,60.0
17,5,1,0.07,50.0
9,5,1,0.08,50.0
21,0,0,0.33,50.0
12,5,1,0.31,50.0
18,4,0,0.57,60.0
18,4,0,0.63,60.0
23,6,1,0.13,50.0
11,0,0,0.48,50.0
9,3,0,0.69,60.0
5,0,0,0.3,50.0
10,4,0,0.63,60.0
22,5,1,0.81,75.0
11,0,0,0.49,50.0
13,6,1,0.14,50.0
16,6,1,0.19,50.0
16,6,1,0.19,50.0
23,6,1,0.13,50.0
21,0,0,0.13,50.0
1,4,0,0.02,40.0
19,1,0,0.47,50.0
5,4,0,0.17,40.0
3,5,1,0.0,40.0
8,1,0,0.06,50.0
9,3,0,0.53,60.0
3,1,0,0.07,40.0
23,6,1,0.4,50.0
5,1,0,0.26,50.0
19,4,0,0.66,60.0
9,4,0,0.79,60.0
13,2,0,0.27,50.0
22,5,1,0.47,50.0
6,4,0,0.01,50.0
2,1,0,0.05,40.0
0,1,0,0.1,40.0
11,2,0,0.62,60.0
1,0,0,0.04,40.0
12,4,0,0.19,50.0
1,3,0,0.06,40.0
17,1,0,0.66,60.0
8,5,1,0.04,50.0
13,0,0,0.36,50.0
6,6,1,0.22,50.0
14,0,0,0.02,50.0
23,4,0,0.33,50.0
7,4,0,0.33,50.0
19,4,0,0.46,50.0
21,4,0,0.28,50.0
20,5,1,0.47,50.0
7,2,0,0.12,50.0
3,2,0,0.02,40.0
2,3,0,0.08,40.0
10,1,0,0.56,60.0
4,1,0,0.03,40.0
19,2,0,0.57,60.0
15,0,0,0.07,50.0
15,2,0,0.27,50.0
10,4,0,0.47,50.0
20,5,1,0.72,60.0
5,0,0,0.29,50.0
9,5,1,0.38,50.0
15,5,1,0.33,50.0
8,6,1,0.09,50.0
12,1,0,0.34,50.0
6,2,0,0.09,50.0
18,0,0,0.42,50.0
15,0,0,0.1,50.0
8,1,0,0.33,50.0
2,4,0,0.02,40.0
3,6,1,0.04,40.0
16,3,0,0.16,50.0
5,1,0,0.3,50.0
8,3,0,0.09,50.0
20,5,1,0.67,60.0
21,2,0,0.39,50.0
7,0,0,0.1,50.0
7,0,0,0.32,50.0
22,4,0,0.21,50.0
21,0,0,0.11,50.0
5,5,1,0.09,40.0
3,3,0,0.03,40.0
7,6,1,0.26,50.0
8,6,1,0.21,50.0
12,0,0,0.02,50.0
23,0,0,0.19,50.0
12,3,0,0.26,50.0
16,3,0,0.39,50.0
7,6,1,0.18,50.0
6,1,0,0.01,50.0
18,2,0,0.44,50.0
2,3,0,0.09,40.0
19,1,0,0.63,60.0
12,2,0,0.04,50.0
11,2,0,0.74,60.0
1,4,0,0.02,40.0
15,3,0,0.28,50.0
6,2,0,0.4,50.0
15,3,0,0.1,50.0
17,2,0,0.69,60.0
1,1,0,0.01,40.0
18,2,0,0.56,60.0
1,2,0,0.06,40.0
22,2,0,0.33,50.0
5,3,0,0.26,50.0
11,6,1,0.11,50.0
12,2,0,0.06,50.0
15,4,0,0.0,50.0
9,6,1,0.07,50.0
3,4,0,0.03,40.0
0,4,0,0.0,40.0
14,0,0,0.18,50.0
3,6,1,0.03,40.0
13,5,1,0.37,50.0
22,4,0,0.26,50.0
1,3,0,0.08,40.0
17,1,0,0.73,60.0
15,0,0,0.08,50.0
2,3,0,0.07,40.0
2,0,0,0.01,40.0
7,0,0,0.22,50.0
9,5,1,0.35,50.0
0,4,0,0.01,40.0
2,0,0,0.09,40.0
10,2,0,0.51,60.0
14,5,1,0.15,50.0
1,1,0,0.02,40.0
21,5,1,0.82,75.0
10,1,0,0.77,60.0
10,4,0,0.7,60.0
22,4,0,0.27,50.0
11,5,1,0.4,50.0
3,4,0,0.09,40.0
11,4,0,0.55,60.0
3,2,0,0.01,40.0
16,6,1,0.23,50.0
15,2,0,0.35,50.0
21,6,1,0.65,60.0
23,1,0,0.07,50.0
20,4,0,0.17,50.0
5,3,0,0.34,50.0
19,5,1,0.85,75.0
18,1,0,0.46,50.0
11,0,0,0.58,60.0
16,0,0,0.29,50.0
11,1,0,0.66,60.0
7,5,1,0.31,50.0
2,5,1,0.1,40.0
2,5,1,0.01,40.0
19,1,0,0.62,60.0
20,6,1,0.66,60.0
23,4,0,0.32,50.0
2,0,0,0.07,40.0
19,4,0,0.58,60.0
15,2,0,0.39,50.0
0,6,1,0.04,40.0
12,2,0,0.1,50.0
12,4,0,0.03,50.0
14,3,0,0.06,50.0
0,1,0,0.04,40.0
13,3,0,0.26,50.0
9,0,0,0.69,60.0
10,0,0,0.71,60.0
2,5,1,0.09,40.0
9,2,0,0.83,75.0
19,0,0,0.58,60.0
6,3,0,0.09,50.0
9,4,0,0.58,60.0
12,5,1,0.16,50.0
0,6,1,0.07,40.0
10,2,0,0.74,60.0
14,6,1,0.07,50.0
11,4,0,0.64,60.0
14,0,0,0.19,50.0
0,4,0,0.04,40.0
10,1,0,0.51,60.0
23,1,0,0.38,50.0
6,0,0,0.39,50.0
7,1,0,0.3,50.0
20,4,0,0.29,50.0
7,1,0,0.17,50.0
8,0,0,0.03,50.0
14,6,1,0.2,50.0
23,4,0,0.1,50.0
23,0,0,0.32,50.0
1,6,1,0.08,40.0
9,5,1,0.23,50.0
13,1,0,0.12,50.0
4,6,1,0.01,40.0
3,6,1,0.07,40.0
5,2,0,0.29,50.0
11,4,0,0.53,60.0
7,2,0,0.26,50.0
15,0,0,0.33,50.0
13,0,0,0.0,50.0
19,5,1,0.8,60.0
3,4,0,0.04,40.0
0,4,0,0.05,40.0
6,5,1,0.05,50.0
8,5,1,0.26,50.0
6,6,1,0.29,50.0
3,3,0,0.06,40.0
11,5,1,0.25,50.0
20,3,0,0.1,50.0
5,1,0,0.17,40.0
22,0,0,0.29,50.0
5,5,1,0.09,40.0
11,4,0,0.72,60.0
10,3,0,0.83,75.0
16,2,0,0.13,50.0
2,1,0,0.03,40.0
18,4,0,0.59,60.0
21,2,0,0.37,50.0
5,2,0,0.04,40.0
12,6,1,0.06,50.0
0,6,1,0.09,40.0
3,5,1,0.08,40.0
11,0,0,0.71,60.0
20,4,0,0.02,50.0
12,2,0,0.34,50.0
22,5,1,0.56,60.0
7,0,0,0.32,50.0
5,1,0,0.27,50.0
7,3,0,0.04,50.0
10,3,0,0.57,60.0
20,3,0,0.26,50.0
9,6,1,0.28,50.0
3,4,0,0.0,40.0
16,3,0,0.31,50.0
5,6,1,0.1,40.0
9,4,0,0.59,60.0
13,0,0,0.31,50.0
7,0,0,0.3,50.0
12,1,0,0.39,50.0
17,2,0,0.41,50.0
14,4,0,0.29,50.0
14,2,0,0.03,50.0
20,4,0,0.05,50.0
19,1,0,0.69,60.0
20,3,0,0.23,50.0
6,2,0,0.27,50.0
18,1,0,0.39,50.0
13,6,1,0.24,50.0
3,1,0,0.03,40.0
3,3,0,0.04,40.0
22,2,0,0.23,50.0
12,2,0,0.05,50.0
17,2,0,0.46,50.0
19,3,0,0.57,60.0
17,5,1,0.02,50.0
15,0,0,0.06,50.0
9,1,0,0.58,60.0
7,3,0,0.22,50.0
22,5,1,0.9,75.0
5,1,0,0.32,50.0
15,5,1,0.0,50.0
0,5,1,0.02,40.0
23,5,1,0.3,50.0
18,1,0,0.55,60.0
20,3,0,0.23,50.0
13,3,0,0.1,50.0
9,6,1,0.04,50.0
14,4,0,0.04,50.0
15,5,1,0.05,50.0
0,3,0,0.09,40.0
4,1,0,0.08,40.0
14,4,0,0.27,50.0
3,5,1,0.08,40.0
0,5,1,0.02,40.0
23,1,0,0.24,50.0
7,1,0,0.19,50.0
3,6,1,0.09,40.0
22,1,0,0.01,50.0
23,3,0,0.39,50.0
9,6,1,0.06,50.0
8,1,0,0.32,50.0
23,0,0,0.03,50.0
5,3,0,0.2,50.0
19,5,1,0.72,60.0
6,1,0,0.23,50.0
16,1,0,0.13,50.0
1,1,0,0.03,40.0
11,0,0,0.79,60.0
2,5,1,0.04,40.0
19,4,0,0.58,60.0
14,3,0,0.37,50.0
16,6,1,0.23,50.0
20,2,0,0.39,50.0
1,5,1,0.05,40.0
13,6,1,0.18,50.0
0,6,1,0.09,40.0
2,0,0,0.05,40.0
23,3,0,0.38,50.0
5,5,1,0.23,50.0
15,4,0,0.31,50.0
19,5,1,0.63,60.0
17,1,0,0.76,60.0
16,1,0,0.01,50.0
23,1,0,0.1,50.0
14,2,0,0.1,50.0
22,4,0,0.27,50.0
8,6,1,0.1,50.0
9,3,0,0.79,60.0
8,2,0,0.1,50.0
3,5,1,0.08,40.0
1,2,0,0.07,40.0
9,0,0,0.77,60.0
23,6,1,0.32,50.0
6,5,1,0.34,50.0
12,4,0,0.37,50.0
10,6,1,0.21,50.0
22,1,0,0.11,50.0
10,3,0,0.81,75.0
17,1,0,0.42,50.0
12,6,1,0.04,50.0
3,1,0,0.07,40.0
18,6,1,0.6,60.0
0,3,0,0.09,40.0
8,2,0,0.29,50.0
17,3,0,0.7,60.0
19,6,1,0.85,75.0
4,5,1,0.09,40.0
21,4,0,0.21,50.0
4,6,1,0.06,40.0
8,5,1,0.1,50.0
19,5,1,0.79,60.0
12,4,0,0.28,50.0
19,6,1,0.88,75.0
18,5,1,0.84,75.0
4,2,0,0.04,40.0
2,5,1,0.05,40.0
2,0,0,0.05,40.0
19,2,0,0.53,60.0
16,1,0,0.32,50.0
15,5,1,0.02,50.0
20,5,1,0.7,60.0
23,3,0,0.1,50.0
16,5,1,0.05,50.0
9,5,1,0.39,50.0
11,2,0,0.76,60.0
12,6,1,0.04,50.0
22,1,0,0.17,50.0
20,2,0,0.18,50.0
13,2,0,0.13,50.0
1,6,1,0.08,40.0
10,0,0,0.72,60.0
4,4,0,0.03,40.0
20,5,1,0.65,60.0
10,2,0,0.68,60.0
12,0,0,0.29,50.0
5,5,1,0.2,40.0
16,6,1,0.2,50.0
7,2,0,0.21,50.0
16,4,0,0.29,50.0
1,3,0,0.08,40.0
12,6,1,0.05,50.0
1,5,1,0.04,40.0
11,2,0,0.52,60.0
3,6,1,0.04,40.0
14,6,1,0.11,50.0
20,2,0,0.33,50.0
10,6,1,0.25,50.0
9,3,0,0.68,60.0
0,4,0,0.03,40.0
8,3,0,0.05,50.0
23,6,1,0.16,50.0
14,6,1,0.38,50.0
15,6,1,0.02,50.0
10,1,0,0.73,60.0
23,6,1,0.06,50.0
13,6,1,0.38,50.0
15,2,0,0.4,50.0
7,0,0,0.27,50.0
23,5,1,0.16,50.0
19,4,0,0.6,60.0
18,2,0,0.68,60.0
8,5,1,0.08,50.0
20,6,1,0.61,60.0
7,6,1,0.29,50.0
19,4,0,0.42,50.0
11,0,0,0.66,60.0
20,4,0,0.06,50.0
6,5,1,0.08,50.0
5,0,0,0.39,50.0
6,2,0,0.35,50.0
16,0,0,0.34,50.0
8,1,0,0.03,50.0
8,3,0,0.02,50.0
3,4,0,0.07,40.0
9,2,0,0.42,50.0
20,4,0,0.39,50.0
15,6,1,0.04,50.0
9,1,0,0.46,50.0
8,3,0,0.26,50.0
22,5,1,0.82,75.0
11,3,0,0.74,60.0
18,2,0,0.45,50.0
2,0,0,0.05,40.0
11,4,0,0.67,60.0
7,2,0,0.35,50.0
6,4,0,0.19,50.0
22,4,0,0.09,50.0
12,0,0,0.02,50.0
15,0,0,0.15,50.0
18,0,0,0.36,50.0
6,1,0,0.05,50.0
13,5,1,0.07,50.0
2,4,0,0.0,40.0
22,1,0,0.34,50.0
21,4,0,0.23,50.0
13,4,0,0.06,50.0
23,6,1,0.17,50.0
9,2,0,0.74,60.0
11,6,1,0.3,50.0
0,3,0,0.04,40.0
9,0,0,0.83,75.0
14,6,1,0.01,50.0
16,6,1,0.23,50.0
18,2,0,0.68,60.0
12,5,1,0.16,50.0
0,3,0,0.06,40.0
3,6,1,0.03,40.0
17,5,1,0.38,50.0
7,6,1,0.06,50.0
20,4,0,0.28,50.0
3,4,0,0.04,40.0
23,0,0,0.07,50.0
22,5,1,0.62,60.0
15,4,0,0.37,50.0
6,3,0,0.24,50.0
4,6,1,0.0,40.0
18,3,0,0.4,50.0
17,0,0,0.73,60.0
23,4,0,0.04,50.0
11,3,0,0.8,60.0
12,2,0,0.33,50.0
11,2,0,0.78,60.0
20,1,0,0.01,50.0
19,4,0,0.35,50.0
1,1,0,0.08,40.0
8,1,0,0.36,50.0
15,0,0,0.05,50.0
9,1,0,0.5,60.0
19,2,0,0.68,60.0
3,4,0,0.05,40.0
22,1,0,0.12,50.0
19,4,0,0.47,50.0
5,6,1,0.37,50.0
10,1,0,0.68,60.0
21,3,0,0.38,50.0
13,2,0,0.37,50.0
5,4,0,0.07,40.0
4,2,0,0.04,40.0
8,4,0,0.12,50.0
14,5,1,0.01,50.0
10,1,0,0.52,60.0
17,1,0,0.74,60.0
20,0,0,0.14,50.0
5,3,0,0.18,40.0
3,1,0,0.08,40.0
5,3,0,0.36,50.0
8,1,0,0.0,50.0
3,4,0,0.07,40.0
21,6,1,0.86,75.0
21,3,0,0.16,50.0
13,2,0,0.05,50.0
14,0,0,0.18,50.0
9,4,0,0.74,60.0
11,4,0,0.68,60.0
16,1,0,0.34,50.0
17,2,0,0.39,50.0
0,5,1,0.07,40.0
20,3,0,0.37,50.0
13,4,0,0.33,50.0
0,0,0,0.07,40.0
8,3,0,0.4,50.0
15,2,0,0.14,50.0
2,5,1,0.07,40.0
14,3,0,0.08,50.0
10,4,0,0.46,50.0
1,2,0,0.07,40.0
10,6,1,0.22,50.0
22,1,0,0.28,50.0
14,2,0,0.25,50.0
11,0,0,0.79,60.0
22,6,1,0.76,60.0
13,5,1,0.07,50.0
13,5,1,0.25,50.0
1,6,1,0.08,40.0
8,5,1,0.24,50.0
7,6,1,0.18,50.0
0,3,0,0.02,40.0
17,3,0,0.5,60.0
22,4,0,0.15,50.0
19,6,1,0.59,60.0
3,4,0,0.1,40.0
20,1,0,0.0,50.0
6,5,1,0.33,50.0
6,4,0,0.11,50.0
17,4,0,0.67,60.0
7,6,1,0.34,50.0
16,6,1,0.26,50.0
10,0,0,0.55,60.0
22,2,0,0.26,50.0
4,2,0,0.05,40.0
12,6,1,0.05,50.0
15,6,1,0.02,50.0
17,3,0,0.47,50.0
14,5,1,0.09,50.0
5,5,1,0.27,50.0
5,5,1,0.14,40.0
7,3,0,0.24,50.0
16,4,0,0.16,50.0
22,0,0,0.2,50.0
6,5,1,0.35,50.0
20,1,0,0.01,50.0
7,1,0,0.26,50.0
3,5,1,0.07,40.0
10,0,0,0.6,60.0
18,5,1,0.66,60.0
12,0,0,0.39,50.0
11,0,0,0.55,60.0
19,0,0,0.53,60.0
12,4,0,0.3,50.0
4,6,1,0.04,40.0
1,6,1,0.1,40.0
23,0,0,0.37,50.0
7,5,1,0.27,50.0
6,0,0,0.07,50.0
18,0,0,0.62,60.0
14,5,1,0.27,50.0
19,4,0,0.4,50.0
13,1,0,0.12,50.0
6,5,1,0.14,50.0
7,6,1,0.24,50.0
5,0,0,0.14,40.0
14,2,0,0.34,50.0
23,4,0,0.29,50.0
11,6,1,0.05,50.0
18,2,0,0.56,60.0
6,1,0,0.22,50.0
6,4,0,0.28,50.0
10,4,0,0.5,60.0
7,1,0,0.36,50.0
20,2,0,0.11,50.0
16,6,1,0.09,50.0
23,6,1,0.35,50.0
2,5,1,0.09,40.0
2,1,0,0.0,40.0
18,4,0,0.52,60.0
9,0,0,0.76,60.0
14,0,0,0.15,50.0
13,0,0,0.09,50.0
22,2,0,0.28,50.0
5,5,1,0.09,40.0
12,1,0,0.04,50.0
1,1,0,0.03,40.0
18,6,1,0.51,60.0
1,1,0,0.06,40.0
4,2,0,0.07,40.0
4,4,0,0.03,40.0
22,1,0,0.26,50.0
21,4,0,0.37,50.0
6,5,1,0.14,50.0
17,2,0,0.43,50.0
19,3,0,0.71,60.0
11,3,0,0.56,60.0
18,3,0,0.7,60.0
17,1,0,0.5,60.0
9,0,0,0.78,60.0
14,5,1,0.07,50.0
20,1,0,0.14,50.0
7,5,1,0.35,50.0
18,3,0,0.42,50.0
